,itemid,count,label
4943,8321,1,nystatin pwdr
4944,1575,4,HIGH MINUTE VOL.
4945,2952,1,RT RAD A LINE
4946,223982,15968,LUE Color
4947,221,11990,I:E Ratio
4948,227730,234,AVA Waveform Appearance
4949,224733,18298,Pupil Size Left
4950,227943,401,Anticipated Discharge
4951,2124,1,high mn vent
4952,6618,1,HumR #Units
4953,226758,14,GCSVerbalApacheIIValue
4954,6125,1,L thigh circumferenc
4955,6243,1,tri abx ointment
4956,227810,2785,ETT Re-taped
4957,643,4876,Skin Color
4958,3432,432,Fentanyl
4959,1051,5,passy-muir valve
4960,3521,7,Myoclonic Jerks
4961,6338,1,femoral line left
4962,223911,19009,Spontaneous Movement
4963,2326,1,(R) FEMORAL SHEATH
4964,6203,1,Caffeine(bolus)
4965,5899,2,Triple Antibx Oint
4966,5649,1,PRBCS
4967,227957,7954,Signs of Injury from Intervention
4968,1022,77,Trach care
4969,1832,2,Trach care.
4970,1122,4,lepirudin
4971,1102,7,high exhaled min vol
4972,7063,2,VENOUS SAT
4973,358,1923,ImpSkin Treatment #3
4974,701,24,Transcut Pacer Rate
4975,227919,159,Rest O2 Sat - Aerobic Activity Response
4976,224832,9224,ETT Type
4977,4801,19,Bath+Shampoo
4978,6678,1,nitric ppm
4979,3530,897,Narcotic Analgesic
4980,3033,8,hair washed
4981,289,55,INV#7 WaveformAppear
4982,4960,9,Ilex
4983,227594,103,Impaired Skin Cleanse #9
4984,4893,1,right hydrocele
4985,227670,106,Violent Restraints
4986,7268,3,Bed Rotation Left
4987,228214,9,Tandem Heart Access Line Site Appear
4988,1819,1,Protonix ml/hr
4989,2696,1,EDV1
4990,232,19699,INV Line#1SiteAppear
4991,8475,4604,Skin Condition
4992,692,1639,Tracheostomy Type
4993,7730,1,RT AV thrill/bruit
4994,228410,2607,Strength L Leg
4995,4525,12,Glycerin suppository
4996,3545,24,O2 Sat W/Seizure
4997,113,12164,CVP
4998,2103,7,High minute volume
4999,228101,2891,22 Gauge placed in the field
5000,3777,442,Mix Venous pH
5001,225371,49,Pheresis Catheter Site Appear
5002,1633,13,HIGH/MIN/VENT
5003,6520,2,P-high
5004,1934,1,3.Paroxysmal Sweats
5005,3653,1,Temp CoB 1/W/C
5006,3673,25,Upper GI
5007,652,8378,Spon. Vt (L) (Mech.)
5008,6893,1,Vitamin A INJ
5009,535,14078,Peak Insp. Pressure
5010,565,577,PressSoreCleansing#2
5011,5577,1,acytylcisteine
5012,300,10780,IV #3 [Site]
5013,2274,1,APROTININ U/HR
5014,3427,2371,Feeding Tube Check
5015,226778,14,TempApacheIIValue
5016,7482,1,irrigate pericardial
5017,5486,1,NYSTATIN ORAL
5018,4350,8,PKU
5019,2802,1,VENOUS FLOW/GRAFT
5020,6279,1,TPA 50MG IN 500NS
5021,202,9427,GI#1 Tube PlaceCheck
5022,266,53,INV Line#7 Zero/Cal
5023,7826,1,IVPPI
5024,228206,2,Tandem Heart Access Line Discontinued
5025,2069,1,hi tidal volume
5026,2408,1,tidal vol
5027,80,31087,Bowel Sounds
5028,4636,2,Umb Hernia
5029,1721,2,Ribaviron
5030,7969,1,ATC size
5031,1595,3,Seizure Pads
5032,683,14016,Tidal Volume (Set)
5033,228219,9,Tandem Heart Return Cannula Dressing Occlusive
5034,2034,1,High min. vent.
5035,5026,1,extra digit rt/lt fr
5036,5043,4,gentamycin ointment
5037,225097,14112,Balance
5038,6143,2,Lacrilube Ointment
5039,7170,1,T deconn
5040,3754,5362,Eosinophils
5041,1415,1,robinul
5042,2344,5,TPA MG/HR
5043,7004,1,mulitpodus boots
5044,175,12,Energy Expenditure
5045,1418,33,multipodus boots
5046,7841,1,Combivent Puff
5047,227873,200,Recovery O2 Sat - Aerobic Capacity
5048,6260,1,R fem Art line
5049,6135,1,Ptp exp
5050,227428,2,SOFA Score
5051,6449,1,PROTONIX MG/HOUR
5052,7396,1,INO TANK
5053,8553,17156,Resp Alarm [High]
5054,699,9,Traction/Immobile #3
5055,5660,3,LYTES
5056,362,6834,ImpSkin Wound Base#1
5057,4663,4,CIRC
5058,225730,301,PA Catheter Line Tip Cultured
5059,8126,1,Thrill
5060,224421,5462,Spont Vt
5061,4799,3,synthroid
5062,3407,2548,Enteral In for Calc.
5063,224758,8028,RUE Sensation
5064,225339,237,IABP Site Appear
5065,225091,5984,Unable to assess activity / mobility
5066,224946,1915,Impaired Skin Type #4
5067,4677,12,nystatin powder
5068,5153,5,Ceftazadime
5069,6416,1,Bilateral hernia
5070,5866,1,APRV Pressure Low
5071,3316,1034,BP Left Leg [Mean]
5072,8054,1,deistin
5073,225416,10,Long term care custodial non-Medicare certified
5074,1426,776,Drowsiness
5075,8504,1025,BP Left Leg [Diastolic]
5076,224447,1217,Family Meeting
5077,5157,2,Ambisome
5078,3008,1,Epidural rate
5079,6291,1,NITRIC TANK PRESSURE
5080,227365,428,14 Gauge Dressing Occlusive
5081,3253,1,Sigh Breath/Pressure
5082,4538,10,amoxicillin
5083,4296,15,Glycerin supp.
5084,670,505,TCPCV Insp. Pressure
5085,227624,50,Undermining Present #9
5086,226873,9149,Inspiratory Ratio
5087,560,196,Pressure Sore #3 [Drainage]
5088,2876,1,10% ALCOHOL CC/HR
5089,5633,2,cyclosporine
5090,940,219,trach care
5091,3075,1,calTIBC  264-432
5092,697,337,Traction/Immobile #1
5093,224680,647,Cuff Volume/units
5094,1761,21,HI/MINUTE/VOL/ALARM
5095,6144,1,ABD BINDR/THIGH HI'S
5096,225087,12850,Visual / hearing deficit
5097,225105,4306,Unable to assess habits
5098,4369,5,thoracentesis
5099,4235,35,Aquaphor
5100,5874,1,High min. vent
5101,5666,1,EDEMA
5102,8173,1,Nitric Tank psi
5103,553,226,Pressure Sore #3 [Stage]
5104,1190,1,natrecor mcg/kg/min
5105,1339,1,bed rotation q2hrs.
5106,226741,1,APACHE II Diagnosistic weight factors - Surgical emergency
5107,2865,1,iabp-bp
5108,6480,1,p hi
5109,8021,2,AutoRotation
5110,224168,21858,Parameters Checked
5111,4451,1,aclyclovir
5112,5678,1,bath/ shampoo
5113,227088,14001,Admit from
5114,4911,12,hep B vaccine
5115,224860,21803,Skin Condition
5116,7121,1,TUBE feed sugar levl
5117,3456,67,Hernia [Right]
5118,710,77,VEN Lumen Volume
5119,5473,1,op. site
5120,6007,1,badbath
5121,2929,3,sputum culture
5122,5221,1,DOPA mcg/k/min
5123,3219,13,calcium gluconate
5124,3172,1,right groin sheath
5125,5784,1,lab results
5126,3818,279,Urine Ketones
5127,6650,1,DSD on head
5128,6297,1,VP shunt placement
5129,4620,2,monilial rash
5130,224631,3422,Pressure Ulcer Stage #1
5131,187,23790,Family Communication
5132,1623,19899,Parameters Checked
5133,5858,1,bedside observer
5134,224944,6166,Impaired Skin Type #2
5135,3329,2466,BehavioralIntervent
5136,2716,12,EDV
5137,2665,2,NO
5138,227725,121,AVA Line Discontinued
5139,227596,24,Impaired Skin Depth #9
5140,227578,645,BiPap Mask
5141,7998,1,Versed mg/kg/hr
5142,511,9,PT Splint #4 [Location]
5143,7777,1,Ptp Exp.
5144,2734,1,right vent drain
5145,7288,1,Acapella (PEP)
5146,378,406,Impaired Skin Site#5
5147,228409,2610,Strength L Arm
5148,1880,352,Urine pH
5149,5671,1,r fem art line
5150,1423,1154,Auditory Disturbance
5151,227591,101,Neuro Drain Landmark
5152,5843,1,Neosynephrine drops
5153,1032,11,Hi/minute/vol/alarm
5154,224922,71,Impaired Skin Length #8
5155,7840,2,CIRC site
5156,2492,4,ABD BINDER
5157,5282,3,propanolol
5158,5794,1,DaPT
5159,2482,1,SOLUMEDROL  MG/KG/HR
5160,1635,1,HIGH Resp Rate
5161,477,20486,Oral Care
5162,2161,9,aprotinin cc/hr
5163,4231,2,NaCl
5164,3798,1,RETIC Count(0.5-1.5)
5165,227052,7,Sodium_ApacheIV
5166,226108,916,CCO PAC placed in outside facility
5167,228305,6856,ST Segment Monitoring On
5168,2548,1,nimbex mg/kg/hr
5169,4727,1,mitoclopramide
5170,227349,12936,High risk (>51) interventions
5171,227813,70,Medication Bolus - Adjunctive Pain Management
5172,1098,1,cisatracurium mg/kg
5173,5464,2,Fentanyl bolus
5174,5872,1,Inner canula
5175,4243,22,glycerin supp
5176,2018,1,High min volume
5177,227581,40,BiPap bpm (S/T -Back up)
5178,3324,333,BP UAC [Mean]
5179,6036,1,Blocked tear duct
5180,4696,2,Calcium Glubionate
5181,224865,10001,Flow Sensitivity
5182,5265,4,Hepflush
5183,481,244,Orthostat HR sitting
5184,4670,2,heprin lock
5185,228308,2877,GI #1 Tube Place Method
5186,134,1146,Cooling [Device]
5187,3372,63,[Color]
5188,6278,4,fingerstick
5189,3210,4,pressure high
5190,1648,3,HIGH ME
5191,6367,1,P LO
5192,225094,14498,History of slips / falls
5193,6399,1,ART MAP
5194,8486,802,Initials (2 RNs) [RN #2]
5195,220052,9689,Arterial Blood Pressure mean
5196,227771,190,Traction/Immobile #1
5197,223953,164,Pericardial Drain Drainage
5198,223983,16238,LLE Color
5199,1535,21167,Potassium
5200,1688,5,passy muir
5201,2065,1,HIGH TIDAL VOLUME
5202,3250,2,Nephrostomy tube
5203,7546,1,bactroban oint.
5204,8129,1,r arm fistula
5205,1683,1,Low minute volume
5206,7574,3,lumbar pressure
5207,4791,6,Circ Care
5208,1634,1,lactated ringers
5209,3624,128,Sodium Chloride
5210,227650,11,Fundus Location (Breadth)
5211,74,1365,Base Excess
5212,3789,6273,Platelet  (150-440)
5213,509,340,PT Splint #2 [Location]
5214,6,7,ABP [Systolic]
5215,2139,181,EDVI
5216,226776,13,SodiumApacheIIValue
5217,2369,3,fem map
5218,2809,2,xigris mcg/kg/hr
5219,7524,2,aprv phigh
5220,41,133,Alarms Activated
5221,516,4988,Pacemaker Type
5222,3549,1725,Oral Sx Color
5223,713,46,VO2I
5224,2794,1,r wrist brace
5225,3631,3061,Stool Hemoccult
5226,580,17209,Previous Weight
5227,5813,9634,ABP Alarm [Low]
5228,720,14781,Ventilator Mode
5229,769,12303,ALT
5230,5505,2,O2 sat probe site
5231,564,1989,PressSoreCleansing#1
5232,224779,411,CT #3 Leak
5233,220274,4376,PH (Venous)
5234,247,2423,INV Line#4 [Type]
5235,3695,13,Yawning
5236,311,46,IV Drip Medication#2
5237,227005,7,Creatinine_ApacheIV
5238,5285,1,Cord Drg.
5239,224789,1103,GI #2 Tube Status
5240,2434,1,CAGLUCONATE2GMS/L.
5241,4770,3,Umbi Hernia
5242,4578,1,grunting
5243,224073,20766,Education Topic
5244,224106,1375,Cooling Device
5245,663,25363,Support Systems
5246,6081,3,straight cath
5247,208,5341,Gag Reflex
5248,322,634,IV Site #3
5249,1618,2,high tidal vol
5250,2320,1,Lower leg splint
5251,6812,1,myconazole
5252,8405,63,ImpSkin #6 [Amount]
5253,1493,1,LAVAGE
5254,2634,1,VENT CPP
5255,4373,3,Mineral oil/ skin
5256,227051,7,RRScore_ApacheIV
5257,8422,6593,Inc #1 [Amount]
5258,7965,1,methhemoglobin
5259,6541,1,methadone mg /hr
5260,226062,2271,Venous CO2 Pressure
5261,3451,4617,Head Circ       (cm)
5262,1544,1,high min
5263,3770,5235,Lymphs
5264,3378,16,Consent for visitors
5265,3315,2436,BP Left Arm [Systolic]
5266,224879,17550,Nares L
5267,224016,21049,Urine Color
5268,4850,10,diaper rash
5269,6553,1,cyclosporin
5270,1039,2,MDI #4
5271,2014,1,lithium level
5272,1474,6,Folate
5273,227362,49,Pheresis Catheter Dressing Occlusive
5274,2387,2,CHEST DRSG W->D
5275,5886,1,GlycerineSuppository
5276,224028,21781,Skin Color
5277,6940,1,BLADDER SCAN AMOUNT
5278,544,3,Plateau Time (7200)
5279,5929,1,180 Degree rotation
5280,7732,1,Right leg straight
5281,4459,2,trach collar
5282,2606,1,halo traction
5283,1113,1,sacral drsg change
5284,2629,2,SOLUMEDROL DRIP
5285,4477,3,narcan
5286,8304,1,mulitpodus
5287,8430,4101,Inc #3 [Status]
5288,2849,1,JP#2 L SITE/DRAINAGE
5289,3298,11,Albuterol MDI
5290,6219,1,Breast Pump
5291,224072,20785,Education Learner
5292,3761,6439,Hematocrit (35-51)
5293,4952,15,Bactroban
5294,7200,2,Pmax
5295,6147,2,APNEA INT.
5296,6725,1,SSI HumR #u
5297,7138,1,umb hernia
5298,2015,2,ATC ON
5299,3127,1,Sitter at bedside.
5300,225813,5384,Baseline pain level
5301,360,383,ImpSkin Treatment #5
5302,225674,3024,Mixed Venous O2% Sat
5303,8439,540,MDI #3 [Drug]
5304,780,18016,Arterial pH
5305,2874,1,lepirudin mg/kg/hr
5306,220734,10147,PH (dipstick)
5307,227639,3,Medication Added Amount  #2 (Peritoneal Dialysis)
5308,226120,65,Triple Introducer placed in outside facility
5309,3214,1,Ca++ Gluconate
5310,5199,3,NS Bolus
5311,225341,238,IABP Art. Waveform Appear
5312,5442,2,pic line placement
5313,1731,1,drive P.
5314,4873,1,Tobradex oint.
5315,224816,2,GI #2 Tube Place Method
5316,225047,7,Incision Packing #6
5317,1909,1,RT LE PULSE
5318,228173,2,Impella Position
5319,5714,1,CPM MACHINE
5320,4267,137,heparin flush
5321,227566,8408,Ventilator Tank #2
5322,75,437,Baseline Current/mA
5323,3651,42,TcO2 [Value]
5324,561,1448,Pressure Sore #1 [Width]
5325,224366,411,Epidural Infusion Rate (mL/hr)
5326,8425,537,Inc #4 [Amount]
5327,1044,17328,Pain Level
5328,6055,1,Peg Care
5329,1861,1,HFO Hz
5330,6854,1,EEG (burst/min)
5331,3822,330,Urine Protein
5332,1010,89,High exhaled min vol
5333,1464,40,ZZZly Wake Up
5334,226144,26,Case Management discharge plan
5335,2071,1,P (drive)
5336,224359,441,QTc
5337,2430,1,AMBU/NS INSTILLATION
5338,224746,162,Transpulmonary Pressure (Exp. Hold)
5339,227632,240,Arctic Sun/Alsius Temp #1 C
5340,1650,201,high mv
5341,8520,62,Hernia [Right]
5342,1857,1,nesiritide
5343,8494,99,GI Tube #3 [Drain]
5344,4706,8,initial bath
5345,2043,1,Tidal Vol (P High)
5346,431,5601,LVSWI
5347,4383,25,Aldactone
5348,7606,1,adjustable flange
5349,176,584,Epi Infusion Rate
5350,223797,323,Sensory Level
5351,225184,15568,Eye Care
5352,224673,138,Abdominal Changes: Observation
5353,3000,1,CPP WITH CAMINO ICP
5354,598,1594,RUE [Sensation]
5355,6027,1,thrush
5356,5935,1,L Hand Grasp
5357,7812,1,Pre duct sat
5358,3016,1,CT #5 CREPITUS.
5359,224909,3811,Impaired Skin Drainage Amount #2
5360,472,3800,O2AV
5361,7091,1,P5
5362,3197,1,INO LEVEL
5363,2960,1,lepirudin mgs/kg/hr
5364,228401,1594,Pronator Drift
5365,220293,10136,Minute Volume Alarm - High
5366,225651,1689,Direct Bilirubin
5367,3518,1399,Murmur Intensity
5368,6748,1,Pt Leak
5369,5584,2,t-high
5370,4615,3,Mylicon
5371,224785,9844,GI #1 Tube Type
5372,916,27205,Allergy 1
5373,161,27210,Ectopy Type
5374,224308,15234,Capillary Refill L
5375,3667,356,Transfusion Consent
5376,3331,1,Blink Reflex [Left]
5377,227050,6,RR_ApacheIV
5378,3543,2300,O2 Administration
5379,4486,1,k phosphate
5380,228232,631,PAR-Oxygen saturation
5381,1689,7,P High
5382,223994,3482,CT #1 Suction Amount
5383,2965,1,INTRAABDOM. PRESSURE
5384,6656,3,PHigh
5385,491,2974,PAP Mean
5386,6160,1,R/L FLAP PULSE
5387,5716,2,bed exit alarm
5388,5709,1,TOX SCREEN
5389,6659,1,right femoral sheath
5390,224926,716,Impaired Skin Odor #5
5391,7221,1,Protonix       mg/hr
5392,345,4036,ImpSkin Character #2
5393,227447,108,Gentamicin (Random)
5394,5651,9,High Ve
5395,7762,2,autorotation
5396,4941,3,Genetics Consult
5397,1421,1179,Anxiety
5398,228402,283,Neurological Symptoms
5399,2041,2,THIGH
5400,3419,2209,Eye Shields
5401,225810,53,Dwell Time (Peritoneal Dialysis)
5402,228296,404,PCA concentrations
5403,4856,2,hydrocele
5404,1939,1,8. Visual Disturb.
5405,917,27204,Diagnosis/op
5406,1827,1,sacra decub dressing
5407,6092,1,Sclerea edema
5408,224804,413,AV Fistula L Thrill
5409,7858,1,gent opthalmic
5410,1785,1,bed alarm on
5411,2137,1,Nephrostomy Drain
5412,225640,10193,Differential-Eos
5413,227239,9887,ABP Alarm Source
5414,4694,1,Cosopt
5415,224017,11824,GU Catheter Size
5416,4773,2,Poly-Vi-Sol
5417,772,11670,Albumin (>3.2)
5418,224650,21461,Ectopy Type 1
5419,6846,1,Primo study cc/hr
5420,212,27224,Heart Rhythm
5421,1918,1,Urine Osm
5422,1534,20586,Phosphorous
5423,1379,1,Continuous CO
5424,1671,14,act
5425,4503,3,Actigall
5426,615,14806,Resp Rate (Total)
5427,2933,1,SVO2 SAT
5428,106,341,CT #3 [Fluctuate]
5429,285,4284,INV#3 WaveformAppear
5430,227063,7,WBCScore_ApacheIV
5431,8508,327,BP UAC [Diastolic]
5432,5712,1,orogastric sxn
5433,4200,5612,WBC 4.0-11.0
5434,497,1680,Patient controlled analgesia (PCA) [Inject]
5435,6161,1,PMV on.
5436,5788,1,LLE Cast care
5437,5652,1,PICC Attempt
5438,6601,1,Auto PeeP
5439,1468,2,HI/Minute/Vol/alarm
5440,224007,9714,GI #1 Intub Site
5441,8507,1019,BP Right Leg [Diastolic]
5442,577,248,Pressure Sore Site#3
5443,6352,1,fentanyl mcg/hr
5444,220621,23990,Glucose (serum)
5445,550,26079,Precautions
5446,7869,2,PERCUSSION
5447,2743,1,VENOUS DOPPLER
5448,4712,1,SPIT
5449,6107,1,Low Pressure
5450,225949,867,NIV Mask
5451,8404,927,ImpSkin #3 [Amount]
5452,1838,1,Lithium level
5453,220046,21875,Heart rate Alarm - High
5454,224756,18756,Response
5455,6086,1,Micro-Neb tx
5456,2658,1,ALCOHOL
5457,384,80,Inc Cleansing #5
5458,6064,1,ORL Exam
5459,225744,1332,Multi Lumen Line Discontinued
5460,3516,431,Multi-Vitamins
5461,700,2,Traction/Immobile #4
5462,3383,133,DTaP
5463,1872,46,Shave
5464,3644,13,Sweating
5465,5895,1,Abduction Wedge
5466,620,6833,Responds to Stimuli [Type]
5467,4605,23,bath demo
5468,1541,887,Uric Acid
5469,2872,10,abd binder
5470,228208,9,Tandem Heart Access Line Dressing Occlusive
5471,397,70,Inc #6 [Drainage]
5472,6485,1,sacral wound
5473,224897,177,Impaired Skin Depth #4
5474,7751,2,STOMA BAG CHANGED
5475,2136,1,CCO CO
5476,4743,12,Circumcision Site
5477,1114,1,FOLLOWS CONSISTENTLY
5478,7888,1,gentamycin opthalmic
5479,486,213,Ostomy Care
5480,225000,157,Incision Cleansing #4
5481,2733,1,RIGHT VENT ICP
5482,1462,1,wrist  restraints
5483,1069,1,seizure activity
5484,7838,1,Pantoprozole
5485,224969,219,Pressure Ulcer Stage #6
5486,8141,1,chest dressing
5487,2702,1,ulnar pulse right
5488,6546,1,pm valve
5489,4185,7864,5 min
5490,226756,14,GCSEyeApacheIIValue
5491,8309,2,prednisolone gtts
5492,7220,1,X-Ray
5493,8218,1,left icp
5494,5817,15963,NBP Alarm [Low]
5495,224309,243,Assisted Systole
5496,7458,1,ICE PACKS PERINEAL
5497,3484,2454,Latch On
5498,2659,1,Camino CPP
5499,6939,3,LUE AV fistula
5500,1383,8,high minute vol.
5501,5769,3,multipodus splints
5502,227348,195,Low risk (25-50) interventions
5503,5826,1,CBC and blood cx
5504,227449,125,Gentamicin (Trough)
5505,5469,5,lytes and bili
5506,1933,1,2.Tremor
5507,27,27117,Abdominal Assessment
5508,5515,2,Na supps
5509,1496,3,HIGH MIN. VENT.
5510,8370,1181,Atrial Pacemaker Threshold [Value]
5511,2500,1,L RADIAL AV FISTULA
5512,4171,7864,Time
5513,942,2,BLOOD CULTURES
5514,6047,1,Hi insp press
5515,224037,7114,Impaired Skin Cleanse #1
5516,227955,7759,Food and Fluid
5517,2022,12,NIF
5518,1093,4,coccyx drsg change
5519,2116,1,Disconnect
5520,225959,14,Medication Added Amount  #1 (Peritoneal Dialysis)
5521,3433,20,Fever
5522,5487,1,NYSTATIN POWDER
5523,6741,1,pantoprazole mgm/hr
5524,5731,1,FEMORAL ABP MEAN
5525,2597,1,intrathecal cath
5526,225746,11,Pheresis Catheter Discontinued
5527,226761,14,HematocritApacheIIScore
5528,1597,1,Flolan chart cc/hr
5529,5804,1,sheath MAP
5530,5083,1,rt. hernia
5531,2518,1,HFO- FIO2
5532,7743,1,ACETYLCYSTEINE MG/HR
5533,805,386,FK506
5534,5966,1,Continuous EEG q1hr
5535,5867,1,APRV Time High
5536,6434,2,RSBI
5537,815,24040,INR (2-4 ref. range)
5538,7084,1,Broviac Dsg
5539,225764,160,Sheath Line Discontinued
5540,5089,1,toes
5541,223754,5774,Risk for Falls
5542,3723,4929,Birth Weight    (kg)
5543,5388,1,incision
5544,3303,3841,Ampicillin
5545,223945,1017,Femoral Pulse L
5546,1210,1,HFO min. pres. alarm
5547,228174,2,Impella Line Site Appear
5548,508,621,PT Splint #1 [Location]
5549,6603,1,INAMRINONE MCG/KG/MN
5550,224651,13891,Ectopy Frequency 1
5551,7595,1,PSV
5552,227621,58,Surrounding Tissue #10
5553,1718,5,High Minute Vent.
5554,2866,1,CPAP MASK
5555,227454,3028,Vancomycin (Random)
5556,471,4221,O2 Flow (lpm) #2
5557,226480,1122,Ectopy Frequency 2
5558,6209,1,"LYTES,BILI,LIVER PRF"
5559,465,3726,Neuro Symptoms
5560,226759,12,HCO3ApacheIIValue
5561,2455,7,percussion
5562,8104,1,NAS
5563,228227,8,Tandem Heart Return Cannula Size
5564,8376,48,CT #4 [Leak]
5565,7211,1,Atropine opth. oint
5566,7833,1,Heels Elevated
5567,512,2669,PVR
5568,227463,1628,Cortisol
5569,2420,1,TIDAL VOLUME
5570,227465,20787,Prothrombin time
5571,225309,1680,ART BP Systolic
5572,1912,2,ASTERIXIS
5573,224438,2466,Chest Tube Site # 2
5574,228198,10,Tandem Heart Flow
5575,57,1340,Atrial Pacemaker Threshold [Unit]
5576,225692,294,Total Granulocyte Count (TGC)
5577,7675,1,Traction amt (lbs)
5578,1744,1,R NEPHROSTOMY
5579,4666,2,head
5580,1592,1,Left Arm Girth (cm)
5581,224986,1740,Undermining Present #2
5582,5098,1,KCl Supps
5583,5541,2,Heparin flush 10u/cc
5584,8398,92,INV Line#7 [Site]
5585,6429,1,Glucagon       mg/hr
5586,5949,1,ivp
5587,8421,65,Inc #6 [Appearance]
5588,7639,2,T disconnect
5589,226457,740,Ultrafiltrate Output
5590,3632,5226,Stool [Amount]
5591,1964,1,Camino Monitor
5592,7078,43,Ranitidine/Zantac
5593,4227,30,lytes
5594,1207,1,HFO Hz:
5595,4968,1,diaper area
5596,424,2920,LLE [Temp]
5597,3439,259,Furosemide/Lasix
5598,224803,411,AV Fistula L Bruit
5599,2517,1,Cisatracu mg/kg/hr
5600,223935,20529,PostTib. Pulses R
5601,408,16,Inc/Wound Packing #5
5602,227595,61,Impaired Skin Cleanse #10
5603,3259,2,mv
5604,7128,1,He tank pressure
5605,225624,24062,BUN
5606,2468,1,NAHCO3- MEQ/HR
5607,1809,2,PA sat
5608,1225,1,check bruit l arm
5609,3446,7957,Gestational Age
5610,2751,1,DVO2
5611,227780,6577,Impaired Skin  - Dressing Status #1
5612,64,682,BIPAP - EPAP
5613,224938,2984,Impaired Skin Treatment #3
5614,3656,5855,Temp/Iso/Warmer [Type]
5615,1200,1,High MAP Alarm
5616,1725,5,Pulse
5617,6627,10,linen change
5618,4683,1,KPhos
5619,224038,10340,Impaired Skin Treatment #1
5620,6091,1,leg dressings
5621,224665,1309,PCA total dose
5622,223988,21847,LUL Lung Sounds
5623,2516,3,CARIPORIDE
5624,225067,11940,Is the spokesperson the Health Care Proxy
5625,6831,1,cool bath
5626,5728,1,Solumedrol  mg/kg/hr
5627,7579,1,rotation mode on   d
5628,1567,126,apnea
5629,5581,2,T-Low
5630,1598,1,Flovan chart as cchr
5631,224428,397,CT #3 Crepitus
5632,346,1979,ImpSkin Character #3
5633,1509,1,bld pres
5634,224152,529,Return Pressure
5635,3089,2,ELEVATE R ARM
5636,6807,1,Triple antibx oint
5637,225772,307,Sheath Size
5638,2643,2,N.O.
5639,8037,1,Ketamine 100mg/50ml
5640,7292,1,Urine source #2
5641,6154,2,pnuemogram
5642,1194,1,natrecor
5643,6244,1,Surgery
5644,227732,288,AVA Line Placement Confirmed by X-ray
5645,7421,1,disconect alarm
5646,225002,15,Incision Cleansing #6
5647,7082,1,Acetylcysreine
5648,5543,6,BILI
5649,227342,21703,Secondary diagnosis
5650,1878,2,methylprednisolone
5651,225046,14,Incision Packing #5
5652,1690,7,P low
5653,7499,1,MINERVA BRACE
5654,225693,2438,Triglyceride
5655,5590,1,warm pack to LUE
5656,5767,1,trach button
5657,687,1400,Trach Care
5658,5667,4,heliox tank pressure
5659,224936,232,Impaired Skin Site #8
5660,5717,1,circ.site
5661,6828,1,Q1H EEG TRACE
5662,226754,10,FiO2ApacheIIValue
5663,1407,9,CIWA SCALE
5664,220339,10189,PEEP set
5665,6034,1,EPOGEN
5666,1853,9,protonix mg/hr
5667,8445,129,OrthostatBP standing [Diastolic]
5668,226994,7,ApacheIV_Mortality prediction
5669,5738,1,Pericardial flush
5670,2070,1,nicardipine gtt
5671,8044,1,HeliOx press
5672,8385,72,Emesis [pH]
5673,3837,1366,pO2
5674,8495,1279,Ventricular Pacemaker Sense [mA]
5675,5749,1,Percussion per bed
5676,2481,1,Amicar cc/hr
5677,5785,1,Vath
5678,225234,12612,18 Gauge Site Appear
5679,4555,7,Circ. site
5680,5641,3,fer-gen-sol
5681,6864,4,Low insp pressure
5682,224812,45,CT #4 Suction Type
5683,227583,697,Autoset/CPAP
5684,224967,594,Pressure Ulcer Stage #4
5685,227455,3012,Vancomycin (Trough)
5686,7440,1,walking o2 sat
5687,3687,20,Vomiting
5688,5837,1,time disc.
5689,224439,718,Chest Tube Site #3
5690,6457,1,L FEM ART LINE
5691,226996,7,APS
5692,8148,1,Zidovudine/AZT
5693,2416,1,finger stick glucos.
5694,225032,21,Dressing Status #6
5695,6517,1,ABD Binder
5696,224934,643,Impaired Skin Site #6
5697,226104,19205,Level of Consciousness
5698,224985,96,Tunneling Present #8
5699,3511,3495,Mom held Infant
5700,642,21760,Skin Care
5701,224956,132,Impaired Skin Width #7
5702,1967,1,insentive spir
5703,3725,69,ABG POTASSIUM
5704,5523,5,Amoxacillin
5705,770,12257,AST
5706,1359,4,complete bath
5707,5823,2,Bed Percussion
5708,3018,1,CT #5 DRESSING.
5709,6351,2,Train of Four
5710,225419,12,Hospice inpatient
5711,2037,1,PC driving press
5712,4957,2,Atropine drops
5713,228420,39,Compression device # 2
5714,5192,5,Cardiology Consult
5715,8177,1,Ionized calcium
5716,3403,1483,ETT Sx Quantity
5717,224066,839,Position Change
5718,152,566,Dialysis Type
5719,3832,448,Venous TCO2
5720,6799,1,COO
5721,536,3,Peri Care
5722,3110,1,bicarb drip 200/200
5723,462,529,Neuro Drain [Level]
5724,4436,8,Circ care
5725,789,2258,Cholesterol (<200)
5726,593,27149,RLL Lung Sounds
5727,224042,7471,Incision Dressing #1
5728,7907,1,bed roation
5729,661,4213,Stool Management
5730,1321,1,map
5731,1340,141,high minute volume
5732,4441,1,trach care/site
5733,2066,6,atc
5734,7096,1,suicide precautions
5735,1417,1,L&R DECUB DRSG CHGE
5736,225054,15892,Anti Embolic Device Status
5737,5606,3,Nutrition Labs
5738,5017,35,Vidaylin
5739,4252,39,Acyclovir
5740,5592,1,MMV rate
5741,228145,7,ABI Ankle BP L
5742,2459,1,osomolarity
5743,224093,21571,Position
